CHARGE CODE;rate_final;TIPO DE RENTA
OC1_PAQ11;21.19;
OC1_PAQ12;33.9;
OC1_PAQ13;25.42;
OC1_PAQ13;30;
OC1_PAQ14;63.56;
OC1_PAQ15;93.22;
OC1_PAQ16;122.88;
OC1_PAQ17;10.17;
OC1_PAQ18;2;
OC1_PAQ19;2;
OC1_PAQ2;16.1;
OC1_PAQ20;3;
OC1_PAQ21;4;
OC1_PAQ22;6.78;
OC1_PAQ23;10.17;
OC1_PAQ24;12.71;
OC1_PAQ25;12.71;
OC1_PAQ26;6.78;
OC1_PAQ27;12.71;
OC1_PAQ28;25.42;
OC1_PAQ29;7.54;
OC1_PAQ3;21.19;
OC1_PAQ30;5.93;
OC1_PAQ31;5.93;
OC1_PAQ32;5.93;
OC1_PAQ33;5.93;
OC1_PAQ34;16.95;
OC1_PAQ35;16.95;
OC1_PAQ36;25.17;
OC1_PAQ37;211.4;
OC1_PAQ38;49.2;
OC1_PAQ39;24.6;
OC1_PAQ4;12.71;
OC1_PAQ40;30;
OC1_PAQ41;19.08;
OC1_PAQ42;4.24;
OC1_PAQ43;8.47;
OC1_PAQ44;10.17;
OC1_PAQ45;8.47;
OC1_PAQ46;13.56;
OC1_PAQ47;4.24;
OC1_PAQ48;8.47;
OC1_PAQ49;12.71;
OC1_PAQ5;16.95;
OC1_PAQ50;16.95;
OC1_PAQ51;25.42;
OC1_PAQ52;4.24;
OC1_PAQ53;8.47;
OC1_PAQ54;4.24;
OC1_PAQ55;8.47;
OC1_PAQ56;12.71;
OC1_PAQ57;25.42;
OC1_PAQ58;42.37;
OC1_PAQ59;2.54;
OC1_PAQ6;8.47;
OC1_PAQ60;64.1;
OC1_PAQ61;119.66;
OC1_PAQ62;25.64;
OC1_PAQ63;16.03;
OC1_PAQ64;67.52;
OC1_PAQ65;32.05;
OC1_PAQ66;85.47;
OC1_PAQ67;25.42;
OC1_PAQ68;10.17;
OC1_PAQ69;42.37;
OC1_PAQ7;8.47;
OC1_PAQ70;16.95;
OC1_PAQ71;21.19;
OC1_PAQ72;84.75;
OC1_PAQ73;50.85;
OC1_PAQ74;42.29;
OC1_PAQ75;42.29;
OC1_PAQ76;42.29;
OC1_PAQ77;5.08;
OC1_PAQ78;4.23;
OC1_PAQ79;4.23;
OC1_PAQ8;8.47;
OC1_PAQ80;300;
OC1_PAQ81;4.23;
OC1_PAQ9;12.71;
OC1_PASMOVI;0;
OC1_PASZOAME;16.95;
OC1_PASZOAME1;16.95;
OC1_PASZOASI;38.14;
OC1_PASZOASI1;38.14;
OC1_PASZOCAN;4.24;
OC1_PASZOEUR;25.42;
OC1_PASZOEUR1;25.42;
OC1_PrecioChip;0;
OC1_PrecioChip;0.85;
OC1_PrecioChipI;0.85;
OC1_PrecioChipI;1;
OC1_PrecioEquip;1;
OC1_RECONEXION;3.88;
OC1_REGPELOTA;16.95;
OC1_ROAMBODAT06;450;
OC1_ROAMBODAT08;423.73;
OC1_ROAMPQDAT01;21.19;
OC1_ROAMPQDAT02;350;
OC1_ROAMPQDAT02;42.37;
OC1_ROAMPQDAT03;84.75;
OC1_ROAMPQDAT04;211.86;
OC1_ROAMPQDAT05;296.61;
OC1_ROAMPQDAT07;50.85;
OC1_ROAMPQDAT08;169.49;
OC1_ROAMPQDAT09;254.24;
OC1_ROAMPQDAT10;381.36;
OC1_ROAMPQDAT11;67.8;
OC1_ROAMPQDAT12;101.69;
OC1_ROAMPQDAT13;169.49;
OC1_ROAMPQDAT14;254.24;
OC1_ROAMPQDAT15;152.54;
OC1_ROAMPQSMS01;12.71;
OC1_ROAMPQVOZ01;21.19;
OC1_ROAMPQVOZ02;42.37;
OC1_ROAMPQVOZ03;63.56;
OC1_ROAMPQVOZ04;84.75;
OC1_SUSCAMAZPV;14.32;
OCCOR_002;1000;
OCCOR_003;1000;
OCCOR_004;1000;
OCCOR_005;1000;
OCCOR_006;1000;
OCCOR_007;25.42;
OCCOR_008;40;
OCCOR_011;40;
OCCOR_012;1000;
OCCOR_018;10;
OCCOR_019;1000;
OCCOR_020;1000;
OCCOR_021;1000;
OCCOR_022;9;
OCCOR_023;462;
OCCOR_024;462;
OCCOR_025;462;
OCCOR_026;2640;
OCCOR_027;462;
OCCOR_028;100;
OCCOR_029;100;
OCCOR_030;40;
OCCOR_031;2640;
OCCOR_032;100;
OCCOR_033;40;
OCCOR_034;462;
OCCOR_035;2640;
OCCOR_036;100;
OCCOR_037;2640;
OCCOR_038;2640;
OCCOR_039;462;
OCCOR_040;2640;
OCCOR_041;462;
OCCOR_042;2640;
OCCOR_043;100;
OCCOR_044;100;
OCCOR_045;35;
OCCOR_046;150;
OCCOR_047;5000;
OCCOR_053;10000;
OCCOR_054;50000;
OCCOR_055;5000;
OCD_BONPAQRE31;100;
OCD_BONPAQRE32;100;
OCD_BONPAQRE33;100;
OCD_PAQNE01;85.75;
OCD_PAQNE02;5.9;
OCD_PAQNE03;11.8;
OCD_PAQNE04;35.4;
OCD_PAQRE01;0;
OCD_PAQRE02;0;
OCD_PAQRE03;25.42;
OCD_PAQRE04;33.9;
OCD_PAQRE05;4.24;
OCD_PAQRE06;5.93;
OCD_PAQRE07;5.93;
OCD_PAQRE08;8.47;
OCD_PAQRE09;12.71;
OCD_PAQRE10;8.47;
OCD_PAQRE11;2.54;
OCD_PAQRE12;33.81;
OCD_PAQRE13;168.64;
OCD_PAQRE14;0.01;
OCD_PAQRE15;0.01;
OCD_PAQRE18;101.69;
OCD_PAQRE19;10.17;
OCD_PAQRE20;15.25;
OCD_PAQRE21;21.18;
OCD_PAQRE22;12.71;
OCD_PAQRE23;8.47;
OCD_PAQRE24;100.85;
OCD_PAQRE25;141.2;
OCD_PAQRE26;0;
OCD_PAQRE27;50;
OCD_PAQRE28;300;
OCD_PAQRE29;169.49;
OCD_PAQRE30;16.95;
OCD_PAQRE31;25.42;
OCD_PAQRE32;42.37;
OCD_PAQRE33;84.74;
OCD_PAQRE34;17.29;
OCD_PAQRE35;17.63;
OCD_PAQRE36;17.97;
OCD_PAQRE37;18.31;
OCD_PAQRE38;18.64;
OCD_PAQRE39;20.34;
OCD_PAQRE40;22.03;
OCD_PAQRE41;23.73;
OCD_PAQRE42;25.42;
OCD_PAQRE43;4.24;
OCD_PAQRE44;29.66;
OCD_PAQRE45;10.99;
OCD_PAQRE46;13.74;
OCD_PAQRE47;96;
OCD_PAQRE48;0;
OCD_PAQRE49;0;
OCD_PAQRE50;35.5;
OCD_PAQRE51;35.5;
OCD_PAQRE52;84.4;
OCD_PAQRE53;84.4;
RC_911ADICIO1;3.59;
RC_911ADICIO2;7.18;
RC_911ADICIO3;10.77;
RC_911BASICO;2.74;
RC_911TITULAR;3.59;
RC_CPLP3505;132.95;ADELANTADA
RC_CPQBONP86;100;
RC_CPQBONP87;100;
RC_CPQP10;76.27;
RC_CPQP100;59.32;
RC_CPQP101;67.8;
RC_CPQP102;76.27;
RC_CPQP103;84.75;
RC_CPQP104;93.22;
RC_CPQP105;8.47;
RC_CPQP106;9.32;
RC_CPQP107;11.02;
RC_CPQP108;16.1;
RC_CPQP109;81.31;
RC_CPQP110;23.02;
RC_CPQP111;13.32;
RC_CPQP112;73.71;
RC_CPQP113;87.53;
RC_CPQP114;57.57;
RC_CPQP115;27.63;
RC_CPQP116;80.62;
RC_CPQP117;73.71;
RC_CPQP118;46.08;
RC_CPQP119;39.75;
RC_CPQP12;5.48;
RC_CPQP120;39.75;
RC_CPQP121;69.11;
RC_CPQP122;80.62;
RC_CPQP123;8.9;
RC_CPQP124;18.75;
RC_CPQP125;69.08;
RC_CPQP126;46.08;
RC_CPQP127;64.5;
RC_CPQP128;55.29;
RC_CPQP129;73.71;
RC_CPQP13;4.5;
RC_CPQP130;64.5;
RC_CPQP131;57.57;
RC_CPQP132;52.96;
RC_CPQP133;43.75;
RC_CPQP134;39.14;
RC_CPQP135;34.54;
RC_CPQP136;18.42;
RC_CPQP137;50.36;
RC_CPQP141;3.5;
RC_CPQP142;2.3;
RC_CPQP143;3.5;
RC_CPQP148;4;
RC_CPQP149;6;
RC_CPQP150;7;
RC_CPQP151;4.24;
RC_CPQP152;8.47;
RC_CPQP153;12.71;
RC_CPQP154;21.19;
RC_CPQP155;29.66;
RC_CPQP156;55.08;
RC_CPQP157;84.75;
RC_CPQP158;58.47;ADELANTADA
RC_CPQP18;4;
RC_CPQP19;104.56;
RC_CPQP2;67.79;
RC_CPQP20;2.7;
RC_CPQP21;3.78;
RC_CPQP22;1.37;
RC_CPQP23;6;
RC_CPQP24;69.68;
RC_CPQP25;5;
RC_CPQP26;8;
RC_CPQP27;12;
RC_CPQP28;6;
RC_CPQP29;13.89;
RC_CPQP3;88.98;
RC_CPQP30;32;
RC_CPQP31;26;
RC_CPQP32;18;
RC_CPQP33;12;
RC_CPQP34;8.05;
RC_CPQP35;14;
RC_CPQP36;4.5;
RC_CPQP37;10;
RC_CPQP38;5.5;
RC_CPQP39;25;
RC_CPQP4;135.59;
RC_CPQP40;72.04;
RC_CPQP41;16;
RC_CPQP42;51.1;
RC_CPQP43;5.85;
RC_CPQP44;4.15;
RC_CPQP45;25.33;
RC_CPQP46;341.25;
RC_CPQP47;2.74;
RC_CPQP48;7.54;
RC_CPQP49;20;
RC_CPQP50;69.11;
RC_CPQP51;46.61;
RC_CPQP52;31;
RC_CPQP53;24;
RC_CPQP54;21.19;
RC_CPQP55;101.69;
RC_CPQP56;1.27;
RC_CPQP57;42.37;
RC_CPQP58;50.84;
RC_CPQP59;59.32;
RC_CPQP6;16.95;
RC_CPQP60;12.71;
RC_CPQP61;46.07;
RC_CPQP62;63.55;
RC_CPQP63;135.63;
RC_CPQP64;33.89;
RC_CPQP65;76.27;
RC_CPQP66;12.71;
RC_CPQP67;38.13;
RC_CPQP68;59.32;
RC_CPQP69;4.23;
RC_CPQP7;50.85;
RC_CPQP70;2.54;
RC_CPQP71;12.71;
RC_CPQP72;6.35;
RC_CPQP73;12.71;
RC_CPQP74;6.35;
RC_CPQP75;12.71;
RC_CPQP76;6.35;
RC_CPQP77;12.71;
RC_CPQP78;16.95;
RC_CPQP79;25.42;
RC_CPQP8;46.61;
RC_CPQP80;12.71;
RC_CPQP81;16.95;
RC_CPQP82;25.42;
RC_CPQP83;18.64;
RC_CPQP84;5.93;
RC_CPQP85;12.71;
RC_CPQP86;9.11;
RC_CPQP87;9.11;
RC_CPQP88;13.56;
RC_CPQP89;4.24;
RC_CPQP9;80.51;
RC_CPQP90;5.93;
RC_CPQP91;8.47;
RC_CPQP92;12.71;
RC_CPQP93;16.95;
RC_CPQP94;21.19;
RC_CPQP95;25.42;
RC_CPQP96;29.66;
RC_CPQP97;33.9;
RC_CPQP98;42.37;
RC_CPQP99;50.85;
RC_PAQCO01;8.47;
RC_PAQCO02;16.95;
RC_PAQCO03;25.42;
RC_PAQCO04;42.37;
RC_PAQCO05;59.32;
RC_PAQCO06;84.75;
RC_PAQCO07;14.41;
RC_PAQCO08;21.19;
RC_PAQCO09;25.42;
RC_PAQCO10;5.93;
RC_PAQCO11;11.02;
RC_PAQCO12;25.42;
RC_PAQCO13;1.69;
RC_PAQCO14;1.69;
RC_PAQCO15;2.54;
RC_PAQRE01;25.42;
RC_PLANCO01;24;ADELANTADA
RC_PLANCO02;34;ADELANTADA
RC_PLANCO03;40.1;ADELANTADA
RC_PLANCO04;22.12;ADELANTADA
RC_PLANCO05;34.47;ADELANTADA
RC_PLANCO06;60.38;ADELANTADA
RC_PLANCO07;118.05;ADELANTADA
RC_PLANCO08;67.79;ADELANTADA
RC_PLANCO09;84.74;ADELANTADA
RC_PLANCO10;127.11;ADELANTADA
RC_PLANCO11;168.64;ADELANTADA
RC_PLANCO12;144.06;ADELANTADA
RC_PLANCO13;83.9;ADELANTADA
RC_PLANCO14;117.8;ADELANTADA
RC_PLANCO15;50;ADELANTADA
RC_PLANCO16;66.95;ADELANTADA
RC_PLANCO17;100.85;ADELANTADA
RC_PLANCO18;134.75;ADELANTADA
RC_PLANCO19;66.95;ADELANTADA
RC_PLANCO20;55.93;ADELANTADA
RC_PLANCO21;35.59;ADELANTADA
RC_PLANCO22;50.85;ADELANTADA
RC_PLANCO23;74.31;ADELANTADA
RC_PLANCO24;110.17;ADELANTADA
RC_PLANCO25;26.27;ADELANTADA
RC_PLANCO26;31.36;ADELANTADA
RC_PLANCO27;20.34;ADELANTADA
RC_PLANCO28;25.42;ADELANTADA
RC_PLANCO29;50.85;ADELANTADA
RC_PLANCO30;55.08;ADELANTADA
RC_PLANCO31;80.51;ADELANTADA
RC_PLANCO32;84.75;ADELANTADA
RC_PLANCO33;126.27;ADELANTADA
RC_PLANCO34;131.36;ADELANTADA
RC_PLANCO35;144.07;ADELANTADA
RC_PLANCO36;0;ADELANTADA
RC_PLANCO37;41.53;ADELANTADA
RC_PLANCO38;29.57;ADELANTADA
RC_PLANCO39;33.81;ADELANTADA
RC_PLANCO40;16.86;ADELANTADA
RC_PLANCO41;29.57;ADELANTADA
RC_PLANCO42;16.86;ADELANTADA
RC_PLANCO43;21.1;ADELANTADA
RC_PLANCO44;25.33;ADELANTADA
RC_PLANCO45;42.28;ADELANTADA
RC_PLANCO46;50.76;ADELANTADA
RC_PLANCO47;63.47;ADELANTADA
RC_PLANCO48;84.66;ADELANTADA
RC_PLANCO49;59.23;ADELANTADA
RC_PLANCO50;67.71;ADELANTADA
RC_PLANCO51;84.66;ADELANTADA
RC_PLANCO52;101.61;ADELANTADA
RC_PLANCO53;127.03;ADELANTADA
RC_PLANCO54;169.4;ADELANTADA
RC_PLANCO55;254.15;ADELANTADA
RC_PLANCO56;169.4;ADELANTADA
RC_PLANCO57;127.03;ADELANTADA
RC_PLANCO58;97.37;ADELANTADA
RC_PLANCO59;84.66;ADELANTADA
RC_PLANCO60;67.71;ADELANTADA
RC_PLANCO61;59.23;ADELANTADA
RC_PLANCO62;50.76;ADELANTADA
RC_PLANCO63;42.28;ADELANTADA
RC_PLANCO64;33.81;ADELANTADA
RC_PLANCO65;25.33;ADELANTADA
RC_PLANCO66;21.1;ADELANTADA
RC_PLANCO67;16.86;ADELANTADA
RC_PLANCO68;12.62;ADELANTADA
RC_PLANEM01;66.01;ADELANTADA
RC_PLANEM02;56.69;ADELANTADA
RC_PLANEM03;48.22;ADELANTADA
RC_PLANEM04;61.77;ADELANTADA
RC_PLANEM05;56.69;ADELANTADA
RC_PLANEM06;53.3;ADELANTADA
RC_PLANEM07;44.83;ADELANTADA
RC_PLANEM08;41.44;ADELANTADA
RC_PLANEM09;35.5;ADELANTADA
RC_PLANEM10;88.89;ADELANTADA
RC_PLANEM11;70.25;ADELANTADA
RC_PLANEM12;53.3;ADELANTADA
RC_PLANEM13;38.89;ADELANTADA
RC_PLANEM14;29.57;ADELANTADA
RC_PLANEM15;22.79;ADELANTADA
RC_PLANEM16;29.57;ADELANTADA
RC_PLANEM17;27.63;ADELANTADA
RC_PLANEM18;32.11;ADELANTADA
RC_PLANEM19;36.35;ADELANTADA
RC_PLANEM20;38.89;ADELANTADA
RC_PLANEM21;41.44;ADELANTADA
RC_PLANEM22;50.76;ADELANTADA
RC_PLANEM23;53.3;ADELANTADA
RC_PLANEM24;53.3;ADELANTADA
RC_PLANEM25;61.77;ADELANTADA
RC_PLANEM26;101.61;ADELANTADA
RC_PLANEM27;17.71;ADELANTADA
RC_PLANEM28;21.95;ADELANTADA
RC_PLANEM29;25.42;ADELANTADA
RC_PLANEM30;30.42;ADELANTADA
RC_PLANEM31;36.35;ADELANTADA
RC_PLANEM32;38.9;ADELANTADA
RC_PLANEM33;44.83;ADELANTADA
RC_PLANEM34;47.37;ADELANTADA
RC_PLANEM35;53.3;ADELANTADA
RC_PLANEM36;61.77;ADELANTADA
RC_PLANEM37;63.47;ADELANTADA
RC_PLANEM38;70.25;ADELANTADA
RC_PLANEM39;72.8;ADELANTADA
RC_PLANEM40;84.66;ADELANTADA
RC_PLANEM41;101.61;ADELANTADA
RC_PLANEM42;127.03;ADELANTADA
RC_PLANEM43;169.41;ADELANTADA
RC_PLANEM44;35.5;ADELANTADA
RC_PLANEM45;17.71;ADELANTADA
RC_PLANEM46;21.94;ADELANTADA
RC_PLANEM47;25.42;ADELANTADA
RC_PLANEM48;30.42;ADELANTADA
RC_PLANEM49;33.81;ADELANTADA
RC_PLANEM50;38.89;ADELANTADA
RC_PLANEM51;42.28;ADELANTADA
RC_PLANEM52;47.37;ADELANTADA
RC_PLANEM53;50.76;ADELANTADA
RC_PLANEM54;59.23;ADELANTADA
RC_PLANEM55;63.47;ADELANTADA
RC_PLANEM56;67.71;ADELANTADA
RC_PLANEM57;72.79;ADELANTADA
RC_PLANEM58;84.66;ADELANTADA
RC_PLANEM59;101.61;ADELANTADA
RC_PLANEM60;127.03;ADELANTADA
RC_PLANEM61;169.4;ADELANTADA
RC_PLANEM62;25.42;ADELANTADA
RC_PLANEM63;33.81;ADELANTADA
RC_PLANEM64;0;ADELANTADA
RC_PLANNE01;169.41;ADELANTADA
RC_PLANNE02;143.98;ADELANTADA
RC_PLANNE03;127.03;ADELANTADA
RC_PLANNE04;118.56;ADELANTADA
RC_PLANNE05;110.08;ADELANTADA
RC_PLANNE06;101.61;ADELANTADA
RC_PLANNE07;98.22;ADELANTADA
RC_PLANNE08;93.98;ADELANTADA
RC_PLANNE09;85.5;ADELANTADA
RC_PLANNE10;88.89;ADELANTADA
RC_PLANNE100;88.98;ADELANTADA
RC_PLANNE101;85.5;ADELANTADA
RC_PLANNE102;80.42;ADELANTADA
RC_PLANNE103;72.8;ADELANTADA
RC_PLANNE104;71.94;ADELANTADA
RC_PLANNE105;58.38;ADELANTADA
RC_PLANNE106;61.77;ADELANTADA
RC_PLANNE107;46.61;ADELANTADA
RC_PLANNE108;41.44;ADELANTADA
RC_PLANNE109;38.89;ADELANTADA
RC_PLANNE11;77.03;ADELANTADA
RC_PLANNE110;27.03;ADELANTADA
RC_PLANNE111;67.8;ADELANTADA
RC_PLANNE112;41.53;ADELANTADA
RC_PLANNE113;52.97;ADELANTADA
RC_PLANNE114;82.63;ADELANTADA
RC_PLANNE115;103.81;ADELANTADA
RC_PLANNE116;169.4;VENCIDA
RC_PLANNE117;127.03;VENCIDA
RC_PLANNE118;110.08;VENCIDA
RC_PLANNE119;93.13;VENCIDA
RC_PLANNE12;80.42;ADELANTADA
RC_PLANNE120;76.18;VENCIDA
RC_PLANNE121;64.32;VENCIDA
RC_PLANNE122;55.84;VENCIDA
RC_PLANNE123;50.76;VENCIDA
RC_PLANNE124;42.28;VENCIDA
RC_PLANNE125;33.81;VENCIDA
RC_PLANNE126;25.42;VENCIDA
RC_PLANNE127;20.33;VENCIDA
RC_PLANNE128;25.42;VENCIDA
RC_PLANNE129;50.84;VENCIDA
RC_PLANNE13;66.01;ADELANTADA
RC_PLANNE130;55.08;VENCIDA
RC_PLANNE131;80.5;VENCIDA
RC_PLANNE132;84.74;VENCIDA
RC_PLANNE133;126.27;VENCIDA
RC_PLANNE134;131.35;VENCIDA
RC_PLANNE135;144.06;VENCIDA
RC_PLANNE136;70.25;ADELANTADA
RC_PLANNE137;56.69;ADELANTADA
RC_PLANNE138;77.03;ADELANTADA
RC_PLANNE139;80.42;ADELANTADA
RC_PLANNE14;66.01;ADELANTADA
RC_PLANNE140;71.1;ADELANTADA
RC_PLANNE141;66.01;ADELANTADA
RC_PLANNE142;61.77;ADELANTADA
RC_PLANNE143;56.69;ADELANTADA
RC_PLANNE144;53.3;ADELANTADA
RC_PLANNE145;53.3;ADELANTADA
RC_PLANNE146;48.22;ADELANTADA
RC_PLANNE147;44.83;ADELANTADA
RC_PLANNE148;41.44;ADELANTADA
RC_PLANNE149;38.89;ADELANTADA
RC_PLANNE15;58.38;ADELANTADA
RC_PLANNE150;35.5;ADELANTADA
RC_PLANNE151;32.11;ADELANTADA
RC_PLANNE152;56.69;VENCIDA
RC_PLANNE153;48.22;VENCIDA
RC_PLANNE154;38.89;VENCIDA
RC_PLANNE155;70.25;VENCIDA
RC_PLANNE156;72.8;VENCIDA
RC_PLANNE157;47.37;ADELANTADA
RC_PLANNE158;169.41;ADELANTADA
RC_PLANNE159;127.03;ADELANTADA
RC_PLANNE16;58.38;ADELANTADA
RC_PLANNE160;101.61;ADELANTADA
RC_PLANNE161;66.01;ADELANTADA
RC_PLANNE162;56.69;ADELANTADA
RC_PLANNE163;77.03;ADELANTADA
RC_PLANNE164;19.4;ADELANTADA
RC_PLANNE165;25.33;ADELANTADA
RC_PLANNE166;35.5;ADELANTADA
RC_PLANNE167;44.83;ADELANTADA
RC_PLANNE168;48.22;ADELANTADA
RC_PLANNE17;56.69;ADELANTADA
RC_PLANNE18;44.83;ADELANTADA
RC_PLANNE19;48.22;ADELANTADA
RC_PLANNE20;41.44;ADELANTADA
RC_PLANNE21;38.89;ADELANTADA
RC_PLANNE22;32.11;ADELANTADA
RC_PLANNE23;27.03;ADELANTADA
RC_PLANNE24;12.71;ADELANTADA
RC_PLANNE25;127.03;ADELANTADA
RC_PLANNE26;118.56;ADELANTADA
RC_PLANNE27;93.14;ADELANTADA
RC_PLANNE28;76.19;ADELANTADA
RC_PLANNE29;64.32;ADELANTADA
RC_PLANNE30;55.85;ADELANTADA
RC_PLANNE31;47.37;ADELANTADA
RC_PLANNE32;36.36;ADELANTADA
RC_PLANNE33;27.88;ADELANTADA
RC_PLANNE34;21.95;ADELANTADA
RC_PLANNE35;169.41;ADELANTADA
RC_PLANNE36;127.03;ADELANTADA
RC_PLANNE37;105.93;ADELANTADA
RC_PLANNE38;88.98;ADELANTADA
RC_PLANNE39;72.03;ADELANTADA
RC_PLANNE40;59.24;ADELANTADA
RC_PLANNE41;47.37;ADELANTADA
RC_PLANNE42;36.36;ADELANTADA
RC_PLANNE43;30.42;ADELANTADA
RC_PLANNE44;32.11;ADELANTADA
RC_PLANNE45;0;ADELANTADA
RC_PLANNE46;0;ADELANTADA
RC_PLANNE47;2.29;ADELANTADA
RC_PLANNE48;2.97;ADELANTADA
RC_PLANNE49;3.22;ADELANTADA
RC_PLANNE50;3.56;ADELANTADA
RC_PLANNE51;4.07;ADELANTADA
RC_PLANNE52;4.41;ADELANTADA
RC_PLANNE53;4.91;ADELANTADA
RC_PLANNE54;5.25;ADELANTADA
RC_PLANNE55;5.93;ADELANTADA
RC_PLANNE56;6.78;ADELANTADA
RC_PLANNE57;7.63;ADELANTADA
RC_PLANNE58;9.32;ADELANTADA
RC_PLANNE59;11.02;ADELANTADA
RC_PLANNE60;13.56;ADELANTADA
RC_PLANNE61;17.8;ADELANTADA
RC_PLANNE62;22.03;ADELANTADA
RC_PLANNE63;43.22;ADELANTADA
RC_PLANNE64;81.36;ADELANTADA
RC_PLANNE65;127.03;ADELANTADA
RC_PLANNE66;106.69;ADELANTADA
RC_PLANNE67;93.98;ADELANTADA
RC_PLANNE68;77.03;ADELANTADA
RC_PLANNE69;71.1;ADELANTADA
RC_PLANNE70;66.01;ADELANTADA
RC_PLANNE71;51.61;ADELANTADA
RC_PLANNE72;41.44;ADELANTADA
RC_PLANNE73;38.89;ADELANTADA
RC_PLANNE74;53.3;ADELANTADA
RC_PLANNE75;44.83;ADELANTADA
RC_PLANNE76;35.5;ADELANTADA
RC_PLANNE77;169.41;ADELANTADA
RC_PLANNE78;127.03;ADELANTADA
RC_PLANNE79;110.08;ADELANTADA
RC_PLANNE80;97.37;ADELANTADA
RC_PLANNE81;88.89;ADELANTADA
RC_PLANNE82;70.25;ADELANTADA
RC_PLANNE83;77.03;ADELANTADA
RC_PLANNE84;169.41;ADELANTADA
RC_PLANNE85;127.03;ADELANTADA
RC_PLANNE86;105.93;ADELANTADA
RC_PLANNE87;88.98;ADELANTADA
RC_PLANNE88;72.03;ADELANTADA
RC_PLANNE89;55.85;ADELANTADA
RC_PLANNE90;47.37;ADELANTADA
RC_PLANNE91;70.25;ADELANTADA
RC_PLANNE92;53.3;ADELANTADA
RC_PLANNE93;41.44;ADELANTADA
RC_PLANNE94;32.11;ADELANTADA
RC_PLANNE95;23.64;ADELANTADA
RC_PLANNE96;66.01;ADELANTADA
RC_PLANNE97;56.69;ADELANTADA
RC_PLANNE98;44.83;ADELANTADA
RC_PLANNE99;38.89;ADELANTADA
RC_PLANRE01;127.03;VENCIDA
RC_PLANRE02;50.76;VENCIDA
RC_PLANRE05;169.41;VENCIDA
RC_PLANRE06;143.98;VENCIDA
RC_PLANRE07;127.03;VENCIDA
RC_PLANRE08;127.03;VENCIDA
RC_PLANRE09;110.08;VENCIDA
RC_PLANRE10;110.08;VENCIDA
RC_PLANRE100;59.23;ADELANTADA
RC_PLANRE101;88.89;ADELANTADA
RC_PLANRE102;88.89;ADELANTADA
RC_PLANRE103;76.18;ADELANTADA
RC_PLANRE104;101.61;ADELANTADA
RC_PLANRE105;101.61;ADELANTADA
RC_PLANRE106;97.37;ADELANTADA
RC_PLANRE107;31.27;ADELANTADA
RC_PLANRE108;31.27;VENCIDA
RC_PLANRE109;36.35;ADELANTADA
RC_PLANRE11;93.13;VENCIDA
RC_PLANRE110;36.35;VENCIDA
RC_PLANRE111;21.94;ADELANTADA
RC_PLANRE112;25.42;ADELANTADA
RC_PLANRE113;30.42;ADELANTADA
RC_PLANRE114;33.81;ADELANTADA
RC_PLANRE115;38.89;ADELANTADA
RC_PLANRE116;50.84;ADELANTADA
RC_PLANRE117;46.61;ADELANTADA
RC_PLANRE118;36.02;ADELANTADA
RC_PLANRE119;105.93;ADELANTADA
RC_PLANRE12;101.61;VENCIDA
RC_PLANRE12;93.13;VENCIDA
RC_PLANRE120;59.32;ADELANTADA
RC_PLANRE121;41.52;ADELANTADA
RC_PLANRE122;17.71;ADELANTADA
RC_PLANRE123;0.85;ADELANTADA
RC_PLANRE124;0;ADELANTADA
RC_PLANRE125;43.98;VENCIDA
RC_PLANRE126;38.89;VENCIDA
RC_PLANRE127;16.02;ADELANTADA
RC_PLANRE128;16.02;ADELANTADA
RC_PLANRE129;127.03;ADELANTADA
RC_PLANRE13;77.03;VENCIDA
RC_PLANRE130;118.55;ADELANTADA
RC_PLANRE131;101.61;ADELANTADA
RC_PLANRE132;88.89;ADELANTADA
RC_PLANRE133;77.03;ADELANTADA
RC_PLANRE134;70.25;ADELANTADA
RC_PLANRE134;72.79;ADELANTADA
RC_PLANRE135;61.77;ADELANTADA
RC_PLANRE136;53.3;ADELANTADA
RC_PLANRE137;43.98;ADELANTADA
RC_PLANRE138;36.35;ADELANTADA
RC_PLANRE139;53.3;ADELANTADA
RC_PLANRE14;84.66;VENCIDA
RC_PLANRE14;88.89;VENCIDA
RC_PLANRE140;43.98;ADELANTADA
RC_PLANRE141;36.35;ADELANTADA
RC_PLANRE142;127.03;VENCIDA
RC_PLANRE143;118.55;VENCIDA
RC_PLANRE144;101.61;VENCIDA
RC_PLANRE145;88.89;VENCIDA
RC_PLANRE146;77.03;VENCIDA
RC_PLANRE147;70.25;VENCIDA
RC_PLANRE147;72.79;VENCIDA
RC_PLANRE148;61.77;VENCIDA
RC_PLANRE149;53.3;VENCIDA
RC_PLANRE15;72.8;VENCIDA
RC_PLANRE150;43.98;VENCIDA
RC_PLANRE151;36.35;VENCIDA
RC_PLANRE152;53.3;VENCIDA
RC_PLANRE153;43.98;VENCIDA
RC_PLANRE154;36.35;VENCIDA
RC_PLANRE155;0;ADELANTADA
RC_PLANRE156;12.71;ADELANTADA
RC_PLANRE157;12.7;ADELANTADA
RC_PLANRE158;205.08;VENCIDA
RC_PLANRE159;95.76;VENCIDA
RC_PLANRE16;55.84;VENCIDA
RC_PLANRE160;65.25;VENCIDA
RC_PLANRE161;78.81;VENCIDA
RC_PLANRE162;52.54;VENCIDA
RC_PLANRE163;52.54;VENCIDA
RC_PLANRE164;65.25;VENCIDA
